"","score","text"
"308",-1,"@Reliancejio @jiocare you suck in international roaming and thats proof given by @geekyranjit.. and #Vodafone and… https://t.co/wzfXnuTtQc"
"309",-1,"#Airtel WORST Internet Service Provider.
I'm fed up with the Internet connectivity. Couldn't beat Reliance Jio."
"310",-1,"@Airtel_Presence @Airtel_Presence  anyone from airtel, complain number 82550982 mobile no. 8605679327 #Airtel… https://t.co/VxgvPzjDFO"
"311",-1,"Aadhar linking itself is a big task for me. That lazy on weekends. #Airtel #Jio"
"312",0,"#Airtel-#Idea <U+0915><U+094B> <U+091D><U+091F><U+0915><U+093E> <U+0926><U+0947> <U+091C><U+093F><U+092F><U+094B> <U+0928><U+0947> <U+0915><U+092E><U+093E> <U+0932><U+093F><U+090F> 504 <U+0915><U+0930><U+094B><U+0921><U+093C>, 5 <U+0924><U+093F><U+092E><U+093E><U+0939><U+0940> <U+092E><U+0947><U+0902> <U+0910><U+0938><U+0947> <U+092C><U+0926><U+0932><U+093E> <U+0916><U+0947><U+0932>

https://t.co/WMUmYjQJqZ"
"313",0,"@TusharPatel5586 @airtelindia @Airtel_Presence @DoT_India Jab se port karaya hu tabse pareshan hu (Bharat ka sabse ghatiya network) #Airtel"
"314",0,"@Airtel_Presence Did you called yourself or joking.I didn’t received any call from your team. You are closing the c… https://t.co/12hvgbKM5K"
"315",0,"#Country #NewDelhi #Airtel Airtel TV App <U+0915><U+093E> <U+0921><U+093E><U+0909><U+0928><U+0932><U+094B><U+0921><U+093F><U+0902><U+0917> <U+092E><U+0947><U+0902> <U+091C><U+094B><U+0930><U+0926><U+093E><U+0930> <U+0930><U+093F><U+0915><U+093E><U+0930><U+094D><U+0921>,<U+091C><U+093F><U+092F><U+094B> <U+0915><U+094B> <U+092A><U+0940><U+091B><U+0947> <U+091B><U+094B><U+0921><U+093C> <U+0906><U+092F><U+093E> <U+091F><U+0949><U+092A> 4 <U+092E><U+0947><U+0902>… https://t.co/W6JlaSQcGo"
"316",0,"<U+0924><U+0941><U+092E> <U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0935><U+093E><U+0932><U+0947> <U+092A><U+093E><U+0917><U+0932> <U+0939><U+094B> <U+0917><U+090F> <U+0939><U+094B> <U+0915><U+094D><U+092F><U+093E>? <U+0905><U+092D><U+0940> <U+0905><U+092D><U+0940> 7042673076 <U+0907><U+0938> <U+0928><U+0902><U+092C><U+0930> <U+0938><U+0947> <U+0915><U+0949><U+0932> <U+0906><U+092F><U+093E> <U+0925><U+093E> <U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0938><U+0947> <U+0915><U+093F><U+0938><U+0940> <U+0928><U+0947> <U+092C><U+0926><U+0924><U+092E><U+0940><U+091C><U+093C><U+0940> <U+0938><U+0947> <U+092C><U+093E><U+0924> <U+0915><U+0940><U+0964>… https://t.co/0xoX4Wz74j"
"317",1,"Pay for 4G. Get 3G. That's ""India's fastest internet""! #Airtelisuseless #Airtel @airtel_presence @airtelindia… https://t.co/rBneh9Cx5W"
"318",1,"@Airtel_Presence #Airtel Internet speed who claims fastest data speed. https://t.co/LYEW7PMVPd"
"319",-1,"@airtelindia @Airtel_Presence - why you guys even do business! Hopeless broadband services! Have to literally compl… https://t.co/AazGaCAbDI"
"320",1,"After 4 months now #Airtel says I shd  change my sim card. Much smaller companies like #Matrix deliver Sims at door… https://t.co/jWfc7u9Od6"
"321",2,"#jio is working super smooth at 4G and #Airtel is at Edge network ! And that too in #Allahabad - not even a village but main city !!"
"322",0,"2 <U+0CB5><U+0CB0><U+0CCD><U+0CB7><U+0CA6> <U+0CA8><U+0C82><U+0CA4><U+0CB0> <U+0C9C><U+0CBF><U+0CAF><U+0CCB><U+0C97><U+0CC6> <U+0CAE><U+0CCA><U+0CA6><U+0CB2> <U+0CAC><U+0CBE><U+0CB0><U+0CBF> <U+0C86><U+0CA6><U+0CBE><U+0CAF>!!..<U+0C8F><U+0CB0><U+0CCD><U+200C><U+0C9F><U+0CC6><U+0CB2><U+0CCD><U+200C><U+0C97><U+0CBF><U+0C82><U+0CA4> <U+0CB9><U+0CC6><U+0C9A><U+0CCD><U+0C9A><U+0CC1>!! https://t.co/4NEavS08Xi #reliance #jio #airtel… https://t.co/8xHJjP0R6h"
"323",-2,"Why the heck #Vodafone is after my life to post the number i dont want to #Airtel is shit nowadays but i am ok with… https://t.co/BhzFIvXzbo"
"324",0,"@Airtel_Presence @airtelindia the services are very poor. Neither the mobile network works nor the customer care se… https://t.co/zgicdJPg8X"
"325",-2,"Is ""ADSL link down"" the next tagline for Airtel Broadband? Horrible services. #Airtel I thought only their 4g sucks!"
"326",0,"@sanjaybafna Great Team #JIO @reliancejio!!! Just kill #Airtel....#justkillairtel."
"327",0,"@the_hindu Great Team JIO @reliancejio!!! Just kill #Airtel....#justkillairtel."
"328",-1,"@Airtel_Presence #airtel I would if u cared to resolve, check the direct messages I have sent for signal problem an… https://t.co/T3VA4g16hq"
"329",-1,"@Keshav4005 #Airtel aithe kadhu <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> worst speed @airtelindia"
"330",-1,"@Airtel_Presence Hi, Will I get any revert on this please.. #Airtel"
"331",1,"RT @gingerPOP_: PRICELIST FOR AFFORDABLE DATA ON ALL NETWORKS.#updated #internet #data #wifi #mtn #glo #airtel #9mobile #etisalat #Nigeria…"
"332",-2,"#airtel4g #Airtel very bed network to Airtel call drop problems data speed problems i have more time to companies c… https://t.co/WV8iy5xeJF"
"333",-1,"#Airtel - Telecom major Bharti Airtel said the mobile tariff in the country is at unsustainable levels,
but the bat… https://t.co/lbP2O9HUw1"
"334",1,"#BSNL unveils Rs.186 plan|1gb data/day|Unlimited local+STD+roaming calls|100 sms/day|28 days.
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> Unlimited roaming c… https://t.co/o4Xcrlfcm7"
"335",-1,"@Airtel_Presence @airtelindia 
Ported to ur network from my old one. Charged at ur myairtel store for this. 
Bad thing #Airtel"
"336",0,"Notwithstanding questions over their accounting practices, RJio has made higher net profit than #Airtel despite thr… https://t.co/4OZhjWZVxt"
"337",1,"iNteresting NEWS: while #Airtel Q3 profit dropped from <U+20B9>504cr to <U+20B9>306cr, Reliance #Jio opened account with <U+20B9>504cr p… https://t.co/6NGOrXZoKt"
"338",0,"Be careful of call drops when using #Airtel on forthcoming in-flight connectivity. You won't survive  a drop from t… https://t.co/IcPHY7E59O"
"339",-1,"#Airtel pls let me know how can I use my left data if there is very limited network coverage on most of area. U r g… https://t.co/wZ3OysCoG4"
"340",0,"“Jio” up and “Airtel” down : In terms of profitability for Q3 FY 17-18
#JIO #Airtel #Profit #telecom… https://t.co/wyub2qhb9U"
"341",-1,"@Airtel_Presence  Thats why You are the worst telco in india, Soon portout my all numbers, @reliancejio is far bett… https://t.co/50ATlafaQi"
"342",0,"@b50 LY same quarter #Airtel had rs504 cr profit...in just one year, it has come down to rs300 cr and #Jio took that number: rs504 Cr...<ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>"
"343",-1,"RT @Virusofluv: #airtel the biggest problem u r losing ur customers is not #jio it's ur network..Still people trust ur service n u r disapp…"
"344",-1,"If  #Airtel wanna spoil Jio's party , they should buy or back this YC backed  #Dabba_internet  ASAP.
Potential... https://t.co/QhtCmbHIis"
"345",0,"@Airtel_Presence come on #Airtel #India wants to know
wat do u mean by #Help n #commitment
or ths r just #selling #pitch for u"
"346",0,"@VodafoneIN can you guys give a solution or should I go back to #Airtel plz help me"
"347",0,"Bought a data plan of 5<U+20B9>/hr got confirmation and got balance deducted too. @airtelindia @Airtel_Presence .Feedback… https://t.co/enoQynMHlU"
"348",0,"RT @sanjaybafna: Bharti #Airtel 's Q3 Net Profit plunged 39%.

Airtel 's Net Profit is continuesly dropping since last seventh quarter, as…"
"349",0,"#Airtel goes Gaga!!! Their numbers popping all around randomly over Int-calls.. Kindly attend."
"350",0,"improper handling. I would like to ask #airtel,'is taking your device out from your pocket and slip dropping is imp… https://t.co/bW4y8hvyRc"
"351",0,"@sanjaybafna Still they have patchy network across. Mumbai perhaps they come after #Airtel/ #jio , outside #Mumbai… https://t.co/CViKOItO2J"
"352",-1,"RT @KanteSagar: @airtelindia No action taken yet. Airtel doesn't care about it's customers. Worst service ever.
#Airtel #worstservice"
"353",-1,"Worst service.....no network most of the time..#Airtel #TRAI"
"354",-3,"What the he'll is happening with #airtel . Really very sick and poor net https://t.co/uEOQj0LYxY drops. No network.… https://t.co/pe90sEGFoR"
"355",0,"@Airtel_Presence Why does some one has to give Proofs again if I opt out of #airtelfamilyplan and  am a customer of… https://t.co/Qgo9XsNOMX"
"356",0,"@Airtel_Presence Hey Mr.Rahul, why don't you go ahead and cancel my #overlypriced #airtel #broadband connection? I'… https://t.co/V52t05NoZy"
"357",0,"India's fastest network or a joke, #Airtel https://t.co/PTxfdBkYv0"
"358",-1,"#calldrop and #voicebreak  of  #airtel connection inside #IITBombay campus. Complaint not resolved inspite of multi… https://t.co/JhvBW6XRk5"
"359",0,"@LutherRahul @Airtel_Presence @airtelindia @airtelccare Even I am facing this issue just like you and i have been w… https://t.co/eSBKuG5Urm"
"360",1,"@LutherRahul @Airtel_Presence @airtelindia @airtelccare #airtel don’t like when people point out if there is proble… https://t.co/HkvIUWW9vo"
"361",0,"#StocksLogic : Bharti Airtel Ltd. - Results upto December'17
https://t.co/B4yufXgMEQ

#Q3FY18 #TTMResults #Airtel #BhartiAirtel"
"362",0,"@OBanerji @Airtel @UIDAI It’s not mandatory at all you can anytime update it before 31.3.2018 Go for Jio they accep… https://t.co/2jR0wTbC8M"
"363",0,"GIGA POMBA ! Bénéficiez de plus de volume d'internet au même prix avec plus de temps de connexion. N'attendez plus,… https://t.co/uOfrgJYnBB"
"364",1,"Inspite of having #Unlimited plan of #airtel, they deducted all my balance leaving the data balance unchanged with… https://t.co/P2AO6aOa0C"
"365",0,"@VodafoneIN What’s wrong with your network at #BengaluruAirport? Calls are not getting connected properly and Inter… https://t.co/zK7atx8W2b"
"366",0,"Hi Team, i have ported my number to #Airtel but i am still not getting the network. Can anyone pls respond if the n… https://t.co/jf66RtehL8"
"367",-1,"RT @imarunaksh: Dear airtel,
I will pay all my dues please stop torturing in this way <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3>

#FridayFeeling
#Airtel #Airtel4g https://…"
"368",0,"#Safaricom, #Airtel to begin landmark #Kenya money trial https://t.co/PlwJ1tRZR9 https://t.co/QkImnmmYd2"
"369",-1,"@indianyouthblog     Don't port your number in #Vodafone because frustrated service from there and 2G internet spee… https://t.co/GXvc6fV1Fl"
"370",0,"Always call drop with no internet (Bharat ka sabse ghatiya network)  #airtel @airtelindia #TRAI @Airtel_Presence #airtel4g @DoT_India"
"371",-1,"Reste connecté avec tes amis durant tout le week-end grâce au forfait internet Weekend. Compose vite *111*1# ou *36… https://t.co/laQpaB6S5E"
"372",0,"#Airtel @sunilbmittal @Airtel_Presence @airtelindia payment made through airtel.in site and Airtel payment Bank get… https://t.co/WfKt79gNEy"
"373",-1,"#Airtel transfers 25% stake in DTH arm to Nettle Infrastructure Investments https://t.co/wJJbSdU37N"
"374",1,"@krishna20aug93 @Airtel @INCIndia I can't say Jio is best now, but yes #airtel is on the #backfoot , airtel thinkin… https://t.co/TRXLdOI8PF"
"375",0,"LG V30+ Launched in India, #Paytm Mall Sale, #Airtel 4G Hotspot Price Cut, and More: Your… https://t.co/U3mOu1BZkO"
"376",-1,"#Jio is spreading its 4G services to extremely backward areas where we only get #Airtel 2G signal. So on what basis… https://t.co/hnFIn7JnS8"
"377",1,"@airtelindia First improve service #Airtel #service https://t.co/CvqaHJVa41"
"378",-2,"@TRAI @airtelindia Airtel complaint no 81118769 registered on 15 Nov 17 regarding call drop &amp; network issue. No res… https://t.co/7gy8VhhpmW"
"379",0,"@LutherRahul @Airtel_Presence @airtelindia @airtelccare For how many years you have been an #airtel customer ?"
"380",0,"Savais-tu qu'autant de personnes utilisaient Facebook chaque mois ? #Airtel #rdc https://t.co/Iiv296pSat"
"381",0,"I got a private msg from Some Mr. Dushyant saying that they will arrange a call but hvnt  recieved any call from an… https://t.co/6jIkTmS3XX"
"382",1,"@Airtel_Presence @airtelindia If we are subscribed to unlimited pack on #airtel, which kind of numbers are chargeab… https://t.co/Z4bqfiJZ8t"
"383",1,"@Airtel_Presence @airtelindia If we are subscribed to unlimited pack on #airtel, which kind of numbers are chargeab… https://t.co/tDPJJ0hVc9"
"384",1,"@Airtel_Presence @airtelindia If we are subscribed to unlimited pack on #airtel, which kind of numbers are chargeab… https://t.co/UyJn3NXHr0"
"385",1,"@Airtel_Presence @airtelindia If we are subscribed to unlimited pack on #airtel, which kind of numbers are chargeab… https://t.co/n6jHmklIBU"
"386",1,"@Airtel_Presence @airtelindia If we are subscribed to unlimited pack on #airtel, which kind of numbers are chargeab… https://t.co/wkxJ4BUUGk"
"387",1,"@Airtel_Presence @airtelindia If we are subscribed to unlimited pack on #airtel, which kind of numbers are chargeab… https://t.co/nqhrp8cikM"
"388",0,"Gone are the days when I used to tell my friends to use Airtel because of its network. #Airtel"
"389",0,"Sir ye bhartiye airtel ko kya ho gya ekdm se.. internet bilkul he band ho gya #BhartiAirtel #Airtel @Airtel_Presence @airtelindia"
"390",-2,"@Airtel_Presence Your ignorance just confirms our belief and please have some shame, this just shows your commitmen… https://t.co/Qhl6aIgVpc"
"391",0,"Airtel Network sucks...<ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>
<U+092F><U+0947> <U+092A><U+094B><U+0938><U+094D><U+091F> <U+0915><U+0930><U+0928><U+0947> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+092D><U+0940> <U+0926><U+0942><U+0938><U+0930><U+0947> <U+092C><U+0928><U+094D><U+0926><U+0947> <U+0915><U+0947> WiFi <U+0938><U+0947> connect <U+0915><U+093F><U+092F><U+093E> <U+0939><U+0948> <U+092C><U+0940><U+0938><U+0940> <ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+008F> #Airtel"
"392",-2,"It keeps getting more ridiculous! Now after months, #Airtel goes into complete denial mode @Airtel_Presence… https://t.co/IENAsZk5N8"
"393",0,"#Airtel - Bharti Airtel will transfer its
25 per cent stake in DTH arm Bharti Telemedia to wholly owned
subsidiary… https://t.co/vgEVwZMHHr"
"394",1,"@Airtel_Presence If we are subscribed to unlimited pack on #airtel, which kind of numbers are chargeable as when ev… https://t.co/msMsDRLLle"
"395",-1,"@Airtel_Presence The pity is that no one in your system is aware how long it’s gonna take to get the installation d… https://t.co/bvPsnvwNwj"
"396",1,"@Airtel_Presence Here’s the speed #Airtel is providing for a 100mbps plan. The so called biggest and fastest networ… https://t.co/dxkU8A7WbV"
"397",0,"End of Day Wrap-up (Friday / January 19, 2018) #GST #GSTCouncil #HDFC #Airtel #PSB #Recapitalization #House #Senate… https://t.co/PRgJVXmRfZ"
"398",-1,"Final nail in coffin..24 hrs after complaint and numerous calls this is what we have.#Airtel @sunilbmittal#ripairte… https://t.co/maUEV5mp3o"
"399",-1,"@TRAI there was a big issue before regarding call drops, now call drops have become so regular including #Airtel, n… https://t.co/axTwkMq4U2"
"400",0,"How can #Airtel take 12 hours to activate SIM card after submission of ID. Been a customer for over 13 years! This… https://t.co/OUwJiFQPUY"
"401",0,"#airtel #network is like motor without #fuel @airtel guys problem ho kya gai hai ? Can someone please explain"
"402",-2,"@airtelindia @Airtel_Presence 
Very poor show, now I feel cheated. Why I relied on ur service. No resolution, more… https://t.co/rF9c8NQYus"
"403",0,"Bénéficiez des forfaits internet du réseau number one en voyageant vers 17 pays africains avec votre Sim #Airtel et… https://t.co/ps4E0xlm9k"
"404",0,"Araho amin'ny antsiprihany ny fandaniana crédit nataonao.Tsindrio ny *455"" fa ho hitanao ao ireo fandaniana 5 faran… https://t.co/fAhk1NpPfv"
"405",0,"RT @_parsaloi: Hi @AIRTEL_KE how do I check my data bundle. I just joined your network yesterday #Airtel #HitSongsByParsa"
"406",0,"Hi @AIRTEL_KE how do I check my data bundle. I just joined your network yesterday #Airtel #HitSongsByParsa"
"407",0,"'TO WHOME IT MAY CONCERN..'
I've got a new #Airtel.line that why am not always picking up when you call my #MTN... https://t.co/zdEN4D9jUp"
"408",0,"I'm sure the Bosses @ #Vodafone #idea #Airtel &amp; other in #Telecom alonghwith #UIDAI have a solution for this https://t.co/sPiBca859A"
"409",-1,"How the hell we can turn off this pop up of #airtel live, I did stop from sim tool kit, still pop up coming out...… https://t.co/SEhaHFwk1a"
"410",0,"@JaizBankNG Thanks I Got #Airtel
#Happy #Friday @JaizBankNG"
"411",-1,"1.2 They are just confusing customer in their IVR options, but you will not get direct and simple connectivity to c… https://t.co/VyutYtrBfn"
"412",-1,"#Airtel suffered losses, as it just comes up with #Airteloffers to compete #Jio, without improving their Infra.I ha… https://t.co/Y9ocYfXmz6"
"413",0,"Parviendras-tu à trouver le nom de ce célèbre film ? #Airtel #Gabon https://t.co/QROe0CPyZ0"
"414",-1,"Jusqu'au 31 Janvier 2018, pour tout réabonnement à Canal + via #Airtel Money, bénéficiez gratuitement des chaînes d… https://t.co/QAkRmbkfW9"
"415",2,"With a winning bid of just N1,345 Tesrygate009 won 5,000 Naira Airtime to load on any network of their choice -… https://t.co/xBQbJQcUAC"
"416",2,"@airtelindia @sunilbmittal I have good marketing strategy. Allow users using unlimited packs to use their remaining… https://t.co/XoIjMuMmdD"
"417",0,"<U+0C15><U+0C41><U+0C02><U+0C1F><U+0C3F><U+0C38><U+0C3E><U+0C15><U+0C41><U+0C32><U+0C41> <U+0C1A><U+0C46><U+0C2A><U+0C4D><U+0C2A><U+0C15><U+0C02><U+0C21><U+0C3F>, <U+0C1F><U+0C46><U+0C32><U+0C3F><U+0C15><U+0C3E><U+0C02> <U+0C26><U+0C3F><U+0C17><U+0C4D><U+0C17><U+0C1C><U+0C3E><U+0C32><U+0C28><U+0C41> <U+0C06><U+0C21><U+0C47><U+0C38><U+0C41><U+0C15><U+0C41><U+0C28><U+0C4D><U+0C28><U+0C15><U+0C47><U+0C02><U+0C26><U+0C4D><U+0C30><U+0C02> ! https://t.co/U2KsA67b8q #news #telecom #idea #jio… https://t.co/N5OiNShZTB"
"418",0,"<U+0C15><U+0C41><U+0C02><U+0C1F><U+0C3F><U+0C38><U+0C3E><U+0C15><U+0C41><U+0C32><U+0C41> <U+0C1A><U+0C46><U+0C2A><U+0C4D><U+0C2A><U+0C15><U+0C02><U+0C21><U+0C3F>, <U+0C1F><U+0C46><U+0C32><U+0C3F><U+0C15><U+0C3E><U+0C02> <U+0C26><U+0C3F><U+0C17><U+0C4D><U+0C17><U+0C1C><U+0C3E><U+0C32><U+0C28><U+0C41> <U+0C06><U+0C21><U+0C47><U+0C38><U+0C41><U+0C15><U+0C41><U+0C28><U+0C4D><U+0C28><U+0C15><U+0C47><U+0C02><U+0C26><U+0C4D><U+0C30><U+0C02> ! https://t.co/2aFFJ98uUY #news #telecom #idea #jio… https://t.co/haFn8uNhu6"
"419",-2,"Are you #Airtel4G #Airtel #airtel
ppl playing miss call miss call with...
Now I am porting 2 pre n 2 post paid conn… https://t.co/DqVaj3ldlp"
"420",-3,"RT @bikramsinghal: #Airtel sucks #broadband #unprofessional acct no: 7033306360 Ref no: 92321878
Pathetic service. Terrible experience"
"421",-3,"#Airtel sucks #broadband #unprofessional acct no: 7033306360 Ref no: 92321878
Pathetic service. Terrible experience"
"422",-1,"#Airtel Management: Price War Takes A Toll On ARPUs

#LIVE https://t.co/cRN0uQ7kqT @airtelnews https://t.co/qwDWlKK9wB"
"423",1,"@Airtel_Presence Still no action!
Now this is supposedly proper ignorance of the matter!!
Seems like for #Airtel it… https://t.co/cxxfxT712J"
"424",0,"No signal ever #Airtelisuseless #Airtel https://t.co/BAe4j5AW3F"
"425",0,"I have an #airtel broadband fibernet connection with committed speed of 100mbps that never happens. I keep getting… https://t.co/CeITEdrJAj"
"426",0,"Pray, how will they call? No network coverage. @airtel_presence @airtelcare @airtelindia #Airtelisuseless #Airtel https://t.co/98NpcoHwSe"
"427",0,"@jain17deepu @Airtel_Presence @AbbigeriRamesh I also request people to #BeCareful with this Brand #Airtel and think… https://t.co/rHHEQWNzez"
"428",-1,"@Airtel_Presence absolutely pathetic#network in #hitec city #Hyderabad India's slowest network is #airtel @airtelindia"
"429",1,"I live in #Nigdi &amp; go to #Hinjawadi for work every day. I have #airtel 4g prepaid connection. 
But I cann't watch… https://t.co/hKP6WA0U1M"
"430",-1,"It's a BIG SHAME @airtelindia @Airtel_Presence . Received reply from @idea_cares &amp; @JioCare but #airtel isn't bothe… https://t.co/46S07fVYL7"
"431",0,"@Airtel_Presence @airtelindia 
See the NETWORK #AIRTEL IT'S PATHETIC EVEN YOUR PEOPLE COULDN'T TALK TO ME PROPERLY.… https://t.co/rGxQZc9oBU"
"432",-1,"#Airtel Q3 profit misses forecasts

https://t.co/mFVZOZCXrY https://t.co/SPnRsFf0NS"
"433",0,"Know Step by Step How to link Aadhaar to mobile number via OTP, SMS, IVR or Offline at https://t.co/UItixfBNaj… https://t.co/RxT5AGj7ua"
"434",0,"@airtelindia @Airtel_Presence everyday your #airtel team calls up and asks hows the network connectivity. It feels… https://t.co/rIah9yLQXG"
"435",1,"Set this Latest Addictive Love Number #Ninnila<ed><U+00A0><U+00BD><ed><U+00B2><U+0096> From #TholiPrema As Your Caller tune Now By Following the Codes Men… https://t.co/79dlXbDY5X"
"436",-1,"@airtelindia @Airtel_Presence is the worst network. Have been associated to #airtel since 2004. But it's time to mo… https://t.co/AzPU5csAvT"
"437",-1,"I've been getting such messages since months. Issue not resolved. No signal at home, in office &amp; on the way… https://t.co/wJB0TB16DD"
"438",0,"<U+30D3><U+30B6><U+3068><U+4E00><U+7DD2><U+306B><U+671F><U+9650><U+5207><U+308C><U+FF1F><U+3069><U+3046><U+306A><U+308B><U+79C1><U+306E>Aitel<U+30A4><U+30F3><U+30C9>SIM
https://t.co/kEqAs5F9Dc
 #<U+30A4><U+30F3><U+30C9><U+65C5><U+884C>
 #<U+6D77><U+5916>SIM<U+30AB><U+30FC><U+30C9>
 #<U+30D7><U+30EA><U+30DA><U+30A4><U+30C9>SIM
 #Airtel"
"439",0,"@airtelindia where govt. is trying to promote #digitalpayments your kiosk PU21601 for mobile recharge/payments only… https://t.co/iPJ7yNa5uW"
"440",0,"@TRAI @DoT_India @Airtel_Presence #Airtel Open Network,Airtel Network check report of my location.<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> I have no netw… https://t.co/mpUpktGful"
"441",-1,"I try a lot to connect with #airtel customer help service but in middle connection lost i don't know how they adver… https://t.co/Y98YemhphF"
"442",0,"#SaveAdedipupo #SaveAdedipupo #SaveAdedipupo #SaveAdedipupo #airtel https://t.co/PxP8TnMPZm"
"443",2,"@Airtel_Presence @airtelindia @airtelnews #Airtel Absolutely good news, this is the reward from God because of the… https://t.co/nEniZzuoZ9"
"444",-1,"punish and come heavily on #telcom #reliancejio #IDEA #Vodafone #Airtel who are instrumental in unnecessary harassm… https://t.co/WtYNjOfdR9"
"445",0,"Dear @Airtel_Presence @airtelindia somebody is either sharing or selling numbers to @VodafoneIN which send a PORT m… https://t.co/bUGk8ZJMpd"
"446",-1,"@manojsinhabjp sir, my #airtel no. 8542038695 and 8009066687 is facing serious internet and call drop problem at
GF… https://t.co/WkpcZZs2Kb"
"447",0,"@Airtel_Presence @airtelindia The Airtel, Reliance Jio fight just got uglier
https://t.co/7jyzn2QWHm

Airtel loosin… https://t.co/J6fyVEBg5q"
"448",0,"The wosrt service provider @Airtel_Presence @airtelindia.from last 2 mnths i hv been charged 500extra on my bills a… https://t.co/fTHtzzMA77"
"449",-2,"@airtelindia Fuck off your scammers indias pathetic network service provider it's been 2 month not able to dial 121… https://t.co/WyPkvBFbY8"
"450",0,"@Airtel_Presence As said before we want to host a #airtel 3G/4G tower at our location on GT Road(NH.2),Kowaband,Gov… https://t.co/ICy8oR40X9"
"451",-1,"Dear airtel,
I will pay all my dues please stop torturing in this way <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3>

#FridayFeeling
#Airtel #Airtel4g https://t.co/kBq0J3pPOd"
"452",-1,"#Airtel India #Telecom #4G #LTE we reached till the mountains where almost nobody using mobile but struggling to re… https://t.co/X7iswIRdSV"
"453",0,"@Airtel @Airtel_Presence @airtelindia trying to get a broadband connection in India... The customer service guys pr… https://t.co/iEnYGQBQPR"
"454",0,"#Jio affects #Airtel. 
https://t.co/XUtwqia1cs
- shared via @ETTelecom App:"
"455",-1,"@Airtel_Presence @airtelindia facing temporary issue message past one month.
#airtel https://t.co/glF6Wu512E"
"456",-1,"As guided by ur silly tech team I hv managed some time to visit ur Airtel store Gandhi Nagar Jammu for sim swap.
Ho… https://t.co/PbJq36df97"
"457",0,"@Airtel_Presence sir payment is taken from card even after making it a prepaid. Why? Why such things happen in #airtel. I expect response."
"458",0,"<U+0C8F><U+0CB0><U+0CCD><U+200C><U+0C9F><U+0CC6><U+0CB2><U+0CCD><U+200C><U+0C97><U+0CC6> <U+0CB8><U+0CA4><U+0CA4> 7<U+0CA8><U+0CC7> <U+0CB8><U+0CBE><U+0CB0><U+0CBF><U+0CAF><U+0CC2> <U+0CAD><U+0CBE><U+0CB0><U+0CC0> <U+0CA8><U+0CB7><U+0CCD><U+0C9F>!..<U+0C9F><U+0CCD><U+0CB0><U+0CBE><U+0CAF><U+0CCD> <U+0CAE><U+0CA4><U+0CCD><U+0CA4><U+0CC1> <U+0C9C><U+0CBF><U+0CAF><U+0CCB><U+0C97><U+0CC6> <U+0C96><U+0CA1><U+0C95><U+0CCD> <U+0CB5><U+0CBE><U+0CB0><U+0CCD><U+0CA8><U+0CBF><U+0C82><U+0C97><U+0CCD>!! https://t.co/n6AnZGiXmT #airtel #jio… https://t.co/7JOUgYnoD1"
"459",0,"#airtel brazenly adds services never opted for &amp; I do cancellation admin work daily , Debits payment from bank with… https://t.co/oTykE0JV20"
"460",0,"#Airtel BB Plan https://t.co/SGq31Y2JVw #RecentHacks"
